step,state,transition,probability,map
576,5,0,0.5976907537767833,0.7874042703127457
577,5,-1,0.1404820862069227,0.3087684843667915
578,4,-1,0.26782123299808847,0.1854823723941773
579,3,-1,0.33507894780844594,0.2867318946346401
580,2,0,0.4912889788006123,0.4684924734124999
581,2,0,0.6871992127176918,0.4684924734124999
582,2,-1,0.13833861829906002,0.02984359033599282
583,1,-1,0.04963160531396826,0.27845926077243577
584,0,0,0.6773497790126213,0.6361657848225597
585,0,-1,0.16255868199018808,0.15861622538162168
586,7,0,0.6171359115494772,0.7622678420137292
587,7,0,0.6328339998382748,0.7622678420137292
588,7,-1,0.4881488255617148,0.3067155330597854
589,6,1,0.9969669706386548,0.6517340819109905
590,7,0,0.852272943825753,0.7622678420137292
591,7,0,0.6207994818765343,0.7622678420137292
592,7,-1,0.16608370942416806,0.3067155330597854
593,6,1,0.46250988074285426,0.6517340819109905
594,7,-1,0.23939541863521696,0.3067155330597854
595,6,1,0.736457306350794,0.6517340819109905
596,7,1,0.9781195234015474,0.9555523089539438
597,0,1,0.8132191043538395,0.977549559440938
598,1,-1,0.30168739778632014,0.27845926077243577
599,0,0,0.7902432321102446,0.6361657848225597
600,0,0,0.7901059681133047,0.6361657848225597
601,0,-1,0.10150723383366977,0.15861622538162168
602,7,0,0.6475616955499743,0.7622678420137292
603,7,-1,0.4275675604495879,0.3067155330597854
604,6,0,0.39738410280548453,0.1693936121412033
605,6,1,0.7996283010446545,0.6517340819109905
606,7,-1,0.5263152031176119,0.3067155330597854
607,6,0,0.16856290789810613,0.1693936121412033
608,6,1,0.8303883147716971,0.6517340819109905
609,7,1,0.9074668033302082,0.9555523089539438
610,0,0,0.5445840790140686,0.6361657848225597
611,0,1,0.8160289435685069,0.977549559440938
612,1,0,0.543847849106277,0.5655222717533037
613,1,1,0.9139004176605461,0.787063010980868
614,2,1,0.8435811439478629,0.9386488830765071
615,3,-1,0.20366412615246166,0.2867318946346401
616,2,1,0.7063356436657737,0.9386488830765071
617,3,0,0.7735530283878034,0.7843892782771116
618,3,-1,0.21901775992317374,0.2867318946346401
619,2,0,0.4037737686730176,0.4684924734124999
620,2,1,0.9296578007178562,0.9386488830765071
621,3,-1,0.35005869319493343,0.2867318946346401
622,2,1,0.9503589501702852,0.9386488830765071
623,3,1,0.912712052303114,0.9976573836424715
624,4,-1,0.016617254928668945,0.1854823723941773
625,3,0,0.6105635587801197,0.7843892782771116
626,3,1,0.9443669902301737,0.9976573836424715
627,4,1,0.9400469336866071,0.8463931411814867
628,5,0,0.8537894608091745,0.7874042703127457
629,5,0,0.8479709589596582,0.7874042703127457
630,5,0,0.5881700816367099,0.7874042703127457
631,5,-1,0.3780059144194363,0.3087684843667915
632,4,1,0.8013457119803595,0.8463931411814867
633,5,-1,0.4908648465313159,0.3087684843667915
634,4,-1,0.12216452852553328,0.1854823723941773
635,3,1,0.9883412709245087,0.9976573836424715
636,4,1,0.767657817650522,0.8463931411814867
637,5,-1,0.11606376942413021,0.3087684843667915
638,4,0,0.3887952510643813,0.531875513575664
639,4,-1,0.238450418745078,0.1854823723941773
640,3,-1,0.05308270744029686,0.2867318946346401
641,2,0,0.37726628447905464,0.4684924734124999
642,2,0,0.692682347274423,0.4684924734124999
643,2,1,0.8401655955115597,0.9386488830765071
644,3,-1,0.13536946889273294,0.2867318946346401
645,2,1,0.7577830984643261,0.9386488830765071
646,3,0,0.7137552012562456,0.7843892782771116
647,3,0,0.678243112669159,0.7843892782771116
648,3,0,0.5842544563306147,0.7843892782771116
649,3,0,0.7092966733401072,0.7843892782771116
650,3,1,0.9081495103443049,0.9976573836424715
651,4,1,0.8809858622404001,0.8463931411814867
652,5,-1,0.10250530787970114,0.3087684843667915
653,4,-1,0.1662550826675433,0.1854823723941773
654,3,-1,0.17525870296664992,0.2867318946346401
655,2,-1,0.09939431296405132,0.02984359033599282
656,1,1,0.9403386844917447,0.787063010980868
657,2,0,0.3994602089877062,0.4684924734124999
658,2,1,0.8720508029002063,0.9386488830765071
659,3,-1,0.014216736302644861,0.2867318946346401
660,2,1,0.8594187066726882,0.9386488830765071
661,3,0,0.8611866946541906,0.7843892782771116
662,3,-1,0.31623257246168945,0.2867318946346401
663,2,1,0.712721127646258,0.9386488830765071
664,3,0,0.6120281543100712,0.7843892782771116
665,3,-1,0.38960430973338345,0.2867318946346401
666,2,0,0.5668614708993645,0.4684924734124999
667,2,0,0.5214166996488563,0.4684924734124999
668,2,0,0.6802571706592311,0.4684924734124999
669,2,1,0.8826664853111181,0.9386488830765071
670,3,-1,0.19744132730637443,0.2867318946346401
671,2,1,0.9637137980069386,0.9386488830765071
672,3,0,0.7873179958249155,0.7843892782771116
673,3,-1,0.49048900723743105,0.2867318946346401
674,2,0,0.6379552486994853,0.4684924734124999
675,2,0,0.5451519435940511,0.4684924734124999
676,2,0,0.6337487705812594,0.4684924734124999
677,2,0,0.5126602413338901,0.4684924734124999
678,2,0,0.5960572843526915,0.4684924734124999
679,2,0,0.3864107853719796,0.4684924734124999
680,2,0,0.28219050049297656,0.4684924734124999
681,2,1,0.7123516997758668,0.9386488830765071
682,3,-1,0.5169444498290947,0.2867318946346401
683,2,0,0.49338504851172615,0.4684924734124999
684,2,-1,0.02640247303951715,0.02984359033599282
685,1,0,0.5874421951444506,0.5655222717533037
686,1,-1,0.38659672215880514,0.27845926077243577
687,0,0,0.4248243980913642,0.6361657848225597
688,0,0,0.8013236953852592,0.6361657848225597
689,0,0,0.4128900216528977,0.6361657848225597
690,0,-1,0.15658449248873874,0.15861622538162168
691,7,0,0.7332869423691812,0.7622678420137292
692,7,-1,0.12339633122405513,0.3067155330597854
693,6,1,0.43655955976480465,0.6517340819109905
694,7,-1,0.4888641563251195,0.3067155330597854
695,6,0,0.4013544246516165,0.1693936121412033
696,6,0,0.10917207082940483,0.1693936121412033
697,6,-1,0.06421572000586084,0.017659530230212828
698,5,-1,0.18609615561572035,0.3087684843667915
699,4,1,0.7634920845261055,0.8463931411814867
700,5,-1,0.5399175654572141,0.3087684843667915
701,4,0,0.5228014516120525,0.531875513575664
702,4,-1,0.3171265063242068,0.1854823723941773
703,3,0,0.6580179880918138,0.7843892782771116
704,3,1,0.9954697899888749,0.9976573836424715
705,4,-1,0.1984656743484723,0.1854823723941773
706,3,0,0.6060501358580139,0.7843892782771116
707,3,-1,0.16450543297778375,0.2867318946346401
708,2,1,0.7961073918243251,0.9386488830765071
709,3,-1,0.34719922065441855,0.2867318946346401
710,2,1,0.8569345914854665,0.9386488830765071
711,3,0,0.736508326432229,0.7843892782771116
712,3,0,0.6919726007952218,0.7843892782771116
713,3,1,0.9237742363823169,0.9976573836424715
714,4,1,0.9062111148348746,0.8463931411814867
715,5,-1,0.44933814355173807,0.3087684843667915
716,4,-1,0.05880815959128105,0.1854823723941773
717,3,1,0.9721503958299258,0.9976573836424715
718,4,-1,0.3428243406850491,0.1854823723941773
719,3,-1,0.010541816947197358,0.2867318946346401
720,2,-1,0.08510048478090382,0.02984359033599282
721,1,1,0.82873782814018,0.787063010980868
722,2,1,0.815889828347911,0.9386488830765071
723,3,0,0.6800380845363156,0.7843892782771116
724,3,1,0.98958085500278,0.9976573836424715
725,4,0,0.5943321158206492,0.531875513575664
726,4,1,0.9667305163320661,0.8463931411814867
727,5,1,0.9327955276275777,0.9786357859459542
728,6,0,0.2585150512496903,0.1693936121412033
729,6,1,0.5353267115922657,0.6517340819109905
730,7,0,0.5618453189756532,0.7622678420137292
731,7,1,0.930443061375581,0.9555523089539438
732,0,1,0.8902022699457706,0.977549559440938
733,1,-1,0.1459977832673356,0.27845926077243577
734,0,1,0.9762636721456233,0.977549559440938
735,1,0,0.5562730879647431,0.5655222717533037
736,1,-1,0.3703406448163924,0.27845926077243577
737,0,0,0.5932196006808546,0.6361657848225597
738,0,0,0.5835813118584992,0.6361657848225597
739,0,0,0.6672775855700657,0.6361657848225597
740,0,1,0.8632135858915564,0.977549559440938
741,1,-1,0.3096417787453394,0.27845926077243577
742,0,0,0.44075321298725956,0.6361657848225597
743,0,0,0.5489377314320627,0.6361657848225597
744,0,1,0.9233373851583164,0.977549559440938
745,1,-1,0.33562743322105293,0.27845926077243577
746,0,-1,0.12389820914588445,0.15861622538162168
747,7,-1,0.17065508084968517,0.3067155330597854
748,6,0,0.3800226056985021,0.1693936121412033
749,6,0,0.40294024219767866,0.1693936121412033
750,6,1,0.7916941718290713,0.6517340819109905
751,7,-1,0.5210458273735321,0.3067155330597854
752,6,1,0.5378568411047959,0.6517340819109905
753,7,0,0.6023144534332381,0.7622678420137292
754,7,0,0.7378157852878076,0.7622678420137292
755,7,0,0.5857404754096676,0.7622678420137292
756,7,1,0.9612298461597184,0.9555523089539438
757,0,-1,0.12655122450673306,0.15861622538162168
758,7,0,0.768083599592039,0.7622678420137292
759,7,0,0.6965234079271683,0.7622678420137292
760,7,-1,0.37333312517947426,0.3067155330597854
761,6,0,0.30043396960492297,0.1693936121412033
762,6,0,0.3124903772146761,0.1693936121412033
763,6,1,0.9928653600613835,0.6517340819109905
764,7,0,0.8140465645320047,0.7622678420137292
765,7,-1,0.4147153918974176,0.3067155330597854
766,6,1,0.7606464732447082,0.6517340819109905
767,7,-1,0.5063041193459417,0.3067155330597854
768,6,1,0.7982079077403159,0.6517340819109905
769,7,0,0.6890478920249319,0.7622678420137292
770,7,-1,0.4158393766498387,0.3067155330597854
771,6,1,0.8006069109911109,0.6517340819109905
772,7,1,0.9745755136792522,0.9555523089539438
773,0,-1,0.3542127937578783,0.15861622538162168
774,7,-1,0.10461610676122013,0.3067155330597854
775,6,-1,0.08715718983346066,0.017659530230212828
776,5,-1,0.18981871647707016,0.3087684843667915
777,4,1,0.8851721519341624,0.8463931411814867
778,5,-1,0.22616316595056185,0.3087684843667915
779,4,-1,0.3469281821463899,0.1854823723941773
780,3,0,0.7887129649200135,0.7843892782771116
781,3,1,0.9264185871420783,0.9976573836424715
782,4,-1,0.2592533532924306,0.1854823723941773
783,3,0,0.5812667481995839,0.7843892782771116
784,3,-1,0.143890427363371,0.2867318946346401
785,2,-1,0.02137479930255015,0.02984359033599282
786,1,-1,0.34151366407971584,0.27845926077243577
787,0,-1,0.16871966029720142,0.15861622538162168
788,7,-1,0.001124605574316373,0.3067155330597854
789,6,-1,0.05541420263005992,0.017659530230212828
790,5,-1,0.34740964553020426,0.3087684843667915
791,4,0,0.41312559782250835,0.531875513575664
792,4,1,0.9016407958997716,0.8463931411814867
793,5,-1,0.34151261928030174,0.3087684843667915
794,4,1,0.9318532594060742,0.8463931411814867
795,5,0,0.6916426646208698,0.7874042703127457
796,5,0,0.8605873183702963,0.7874042703127457
797,5,-1,0.12237687380438644,0.3087684843667915
798,4,0,0.5073935524226665,0.531875513575664
799,4,0,0.5338165042019818,0.531875513575664
800,4,0,0.5092431146736287,0.531875513575664
801,4,0,0.3679778991478395,0.531875513575664
802,4,-1,0.0622442706629347,0.1854823723941773
803,3,0,0.7028454241310005,0.7843892782771116
804,3,0,0.7274750715001934,0.7843892782771116
805,3,0,0.5910011080154036,0.7843892782771116
806,3,1,0.9707531395458133,0.9976573836424715
807,4,-1,0.10675402438784287,0.1854823723941773
808,3,0,0.6264339092596662,0.7843892782771116
809,3,0,0.8896142023600997,0.7843892782771116
810,3,0,0.8605677278084252,0.7843892782771116
811,3,-1,0.06221231091889434,0.2867318946346401
812,2,-1,0.14227463568588994,0.02984359033599282
813,1,-1,0.18908234716099015,0.27845926077243577
814,0,0,0.7446350398917025,0.6361657848225597
815,0,0,0.5048083666066709,0.6361657848225597
816,0,0,0.7827411722386481,0.6361657848225597
817,0,0,0.5681755195367182,0.6361657848225597
818,0,-1,0.12898266265422542,0.15861622538162168
819,7,-1,0.4510972446812398,0.3067155330597854
820,6,1,0.5754811580360244,0.6517340819109905
821,7,-1,0.4470970675394079,0.3067155330597854
822,6,1,0.919879107658425,0.6517340819109905
823,7,-1,0.5021772407997249,0.3067155330597854
824,6,-1,0.026731873875852852,0.017659530230212828
825,5,-1,0.030495591917953924,0.3087684843667915
826,4,-1,0.020134484465276214,0.1854823723941773
827,3,1,0.98209790680688,0.9976573836424715
828,4,0,0.5255164727747736,0.531875513575664
829,4,1,0.766636544865714,0.8463931411814867
830,5,-1,0.07505303544990971,0.3087684843667915
831,4,0,0.5260451112079556,0.531875513575664
832,4,0,0.6625762378240188,0.531875513575664
833,4,1,0.7980783928556383,0.8463931411814867
834,5,-1,0.28468413072992504,0.3087684843667915
835,4,1,0.8435326028343244,0.8463931411814867
836,5,1,0.9823438324633551,0.9786357859459542
837,6,1,0.9891683033381591,0.6517340819109905
838,7,-1,0.33955293909883366,0.3067155330597854
839,6,1,0.4405676619933745,0.6517340819109905
840,7,-1,0.34583490623633684,0.3067155330597854
841,6,1,0.49768437132008825,0.6517340819109905
842,7,-1,0.054026115490510174,0.3067155330597854
843,6,0,0.11854400521526043,0.1693936121412033
844,6,0,0.35288881723837595,0.1693936121412033
845,6,1,0.6775949912088324,0.6517340819109905
846,7,-1,0.023205703713027104,0.3067155330597854
847,6,0,0.3210480562160263,0.1693936121412033
848,6,1,0.9952455010394674,0.6517340819109905
849,7,0,0.7802856444804733,0.7622678420137292
850,7,-1,0.48086204373552643,0.3067155330597854
851,6,1,0.5031348518447982,0.6517340819109905
852,7,-1,0.3213100197880423,0.3067155330597854
853,6,1,0.9304427390752323,0.6517340819109905
854,7,-1,0.051965124973281096,0.3067155330597854
855,6,1,0.8380897570156218,0.6517340819109905
856,7,0,0.8120232157849694,0.7622678420137292
857,7,-1,0.04758457045321496,0.3067155330597854
858,6,1,0.4258594940602958,0.6517340819109905
859,7,-1,0.3490408622092833,0.3067155330597854
860,6,1,0.5806554226748855,0.6517340819109905
861,7,-1,0.22099990015391802,0.3067155330597854
862,6,0,0.3355703639551595,0.1693936121412033
863,6,1,0.8242173992647739,0.6517340819109905
864,7,1,0.8994322185738204,0.9555523089539438
865,0,-1,0.3584129721076805,0.15861622538162168
866,7,-1,0.32988918332088657,0.3067155330597854
867,6,0,0.1761890860597426,0.1693936121412033
868,6,1,0.9300658848979086,0.6517340819109905
869,7,-1,0.005464534942227317,0.3067155330597854
870,6,1,0.47102244086825573,0.6517340819109905
871,7,-1,0.3096660246109222,0.3067155330597854
872,6,0,0.15798060263909486,0.1693936121412033
873,6,0,0.1748265812962173,0.1693936121412033
874,6,1,0.5489412764048105,0.6517340819109905
875,7,-1,0.09189015302286796,0.3067155330597854
876,6,0,0.39321226473480975,0.1693936121412033
877,6,1,0.5272724183760726,0.6517340819109905
878,7,-1,0.33247359709833346,0.3067155330597854
879,6,1,0.5731706419596954,0.6517340819109905
880,7,-1,0.1652106833176612,0.3067155330597854
881,6,0,0.28473860532517303,0.1693936121412033
882,6,1,0.6029411196127077,0.6517340819109905
883,7,-1,0.3010707342160368,0.3067155330597854
884,6,0,0.3486986681917208,0.1693936121412033
885,6,0,0.20391358647012336,0.1693936121412033
886,6,1,0.4937966559860607,0.6517340819109905
887,7,-1,0.4784581417758751,0.3067155330597854
888,6,1,0.6327765185446768,0.6517340819109905
889,7,0,0.7780008267986398,0.7622678420137292
890,7,1,0.9632070130981647,0.9555523089539438
891,0,-1,0.31144316356667634,0.15861622538162168
892,7,0,0.7151798274978811,0.7622678420137292
893,7,0,0.7535034110627672,0.7622678420137292
894,7,-1,0.15012562923306105,0.3067155330597854
895,6,1,0.8688711939115901,0.6517340819109905
896,7,-1,0.03874065111826863,0.3067155330597854
897,6,1,0.5409849400043067,0.6517340819109905
898,7,0,0.7385798573023039,0.7622678420137292
899,7,-1,0.09095356225088436,0.3067155330597854
900,6,0,0.18820579867069398,0.1693936121412033
901,6,0,0.16923990980772108,0.1693936121412033
902,6,1,0.41322935277034456,0.6517340819109905
903,7,-1,0.4742345624619311,0.3067155330597854
904,6,1,0.4848063747257667,0.6517340819109905
905,7,-1,0.42450649632440296,0.3067155330597854
906,6,1,0.9706477526694837,0.6517340819109905
907,7,-1,0.3103691823996513,0.3067155330597854
908,6,1,0.8795566608891425,0.6517340819109905
909,7,0,0.5892851533093277,0.7622678420137292
910,7,1,0.9012064145909662,0.9555523089539438
911,0,-1,0.1430984784749878,0.15861622538162168
912,7,-1,0.31318945550598176,0.3067155330597854
913,6,1,0.5235027392692226,0.6517340819109905
914,7,0,0.7126903138842984,0.7622678420137292
915,7,0,0.5971799476039281,0.7622678420137292
916,7,-1,0.42774137220587316,0.3067155330597854
917,6,0,0.3059651504962686,0.1693936121412033
918,6,0,0.319259290492409,0.1693936121412033
919,6,0,0.19907522273556388,0.1693936121412033
920,6,1,0.9718639000522868,0.6517340819109905
921,7,-1,0.44474431666657654,0.3067155330597854
922,6,1,0.5649433824037722,0.6517340819109905
923,7,-1,0.2424796172641781,0.3067155330597854
924,6,0,0.20660051442083782,0.1693936121412033
925,6,1,0.43335923344164784,0.6517340819109905
926,7,1,0.9456226020606193,0.9555523089539438
927,0,-1,0.01719428963518488,0.15861622538162168
928,7,0,0.6275247958383059,0.7622678420137292
929,7,1,0.9590047316012831,0.9555523089539438
930,0,1,0.8869327827612361,0.977549559440938
931,1,-1,0.05773261124560114,0.27845926077243577
932,0,0,0.7929805440643243,0.6361657848225597
933,0,-1,0.009748648049093811,0.15861622538162168
934,7,-1,0.4771806727221477,0.3067155330597854
935,6,1,0.7171348689018933,0.6517340819109905
936,7,0,0.7502575268527278,0.7622678420137292
937,7,0,0.7209145548452767,0.7622678420137292
938,7,-1,0.5228523694512721,0.3067155330597854
939,6,1,0.6272921305790873,0.6517340819109905
940,7,0,0.5737437645453352,0.7622678420137292
941,7,0,0.6073457587237656,0.7622678420137292
942,7,1,0.9364682298855749,0.9555523089539438
943,0,0,0.48102382655956477,0.6361657848225597
944,0,1,0.9063064042347853,0.977549559440938
945,1,-1,0.2573514113538513,0.27845926077243577
946,0,-1,0.1127770823994827,0.15861622538162168
947,7,0,0.7523583587807501,0.7622678420137292
948,7,0,0.6830735669351056,0.7622678420137292
949,7,-1,0.1456797917746384,0.3067155330597854
950,6,0,0.1742761320709969,0.1693936121412033
951,6,1,0.8456194799292247,0.6517340819109905
952,7,0,0.5671773856355085,0.7622678420137292
953,7,-1,0.47007020763565643,0.3067155330597854
954,6,0,0.18128833358102203,0.1693936121412033
955,6,0,0.3576421342167173,0.1693936121412033
956,6,-1,0.01987623928739146,0.017659530230212828
957,5,1,0.9934507294787138,0.9786357859459542
958,6,-1,0.06097431911396467,0.017659530230212828
959,5,1,0.9405050890624007,0.9786357859459542
960,6,0,0.1548396209447298,0.1693936121412033
961,6,1,0.7697928952652049,0.6517340819109905
962,7,-1,0.1440409406041634,0.3067155330597854
963,6,1,0.8806401888731712,0.6517340819109905
964,7,0,0.5928791618923415,0.7622678420137292
965,7,-1,0.41246747704962794,0.3067155330597854
966,6,1,0.9121173047675959,0.6517340819109905
967,7,0,0.7629708419602677,0.7622678420137292
968,7,-1,0.0009899110113227305,0.3067155330597854
969,6,1,0.6689011143539396,0.6517340819109905
970,7,0,0.5656716459191036,0.7622678420137292
971,7,-1,0.2978795762380466,0.3067155330597854
972,6,1,0.9848620938501162,0.6517340819109905
973,7,-1,0.18580602525709766,0.3067155330597854
974,6,1,0.8878079446476179,0.6517340819109905
975,7,-1,0.07724083818893468,0.3067155330597854
976,6,1,0.9233427437444472,0.6517340819109905
977,7,0,0.6914717836571513,0.7622678420137292
978,7,-1,0.500651338612035,0.3067155330597854
979,6,0,0.2080899316576439,0.1693936121412033
980,6,-1,0.0804538984286145,0.017659530230212828
981,5,0,0.8508397161436485,0.7874042703127457
982,5,-1,0.22887193592530286,0.3087684843667915
983,4,1,0.8415496964178941,0.8463931411814867
984,5,-1,0.39295583822342484,0.3087684843667915
985,4,-1,0.2245018009723616,0.1854823723941773
986,3,1,0.9197206736960519,0.9976573836424715
987,4,-1,0.28543150217188185,0.1854823723941773
988,3,1,0.9008860454424994,0.9976573836424715
989,4,0,0.5796558604157716,0.531875513575664
990,4,1,0.932599767135351,0.8463931411814867
991,5,-1,0.17461575403699414,0.3087684843667915
992,4,0,0.41397025106045415,0.531875513575664
993,4,1,0.8941493635159186,0.8463931411814867
994,5,0,0.7415070299355169,0.7874042703127457
995,5,0,0.8811643521057946,0.7874042703127457
996,5,0,0.6613080148205872,0.7874042703127457
997,5,-1,0.11766530682120502,0.3087684843667915
998,4,1,0.7547494489783837,0.8463931411814867
999,5,0,0.6619292760829609,0.7874042703127457
1000,5,0,0.6481568292503297,0.7874042703127457
1001,5,0,0.8371730176247829,0.7874042703127457
1002,5,1,0.8855484786065579,0.9786357859459542
1003,6,0,0.3222664129565078,0.1693936121412033
1004,6,1,0.7864941775641852,0.6517340819109905
1005,7,0,0.6902758337823514,0.7622678420137292
1006,7,-1,0.5027435103663296,0.3067155330597854
1007,6,1,0.6976042518802656,0.6517340819109905
1008,7,1,0.8854272573759063,0.9555523089539438
1009,0,-1,0.15693744926146325,0.15861622538162168
1010,7,-1,0.1195924295645121,0.3067155330597854
1011,6,1,0.49090650293698523,0.6517340819109905
1012,7,-1,0.4751713202863159,0.3067155330597854
1013,6,1,0.7351078446902453,0.6517340819109905
1014,7,1,0.9634880168687874,0.9555523089539438
1015,0,0,0.7005760828842378,0.6361657848225597
1016,0,1,0.8232716606868511,0.977549559440938
1017,1,-1,0.1477600231796583,0.27845926077243577
1018,0,0,0.7905707633275789,0.6361657848225597
1019,0,-1,0.22205472771198131,0.15861622538162168
1020,7,0,0.7556817304343515,0.7622678420137292
1021,7,-1,0.396597095165401,0.3067155330597854
1022,6,0,0.2866508215643586,0.1693936121412033
1023,6,1,0.46294061480708426,0.6517340819109905
1024,7,0,0.3611941468827953,0.0
